epoch,train_loss,train_acc,train_precision_pos,train_precision_neg,train_recall_pos,train_recall_neg,train_F1_pos,train_F1_neg,train_AUC,val_loss,val_acc,val_precision_pos,val_precision_neg,val_recall_pos,val_recall_neg,val_F1_pos,val_F1_neg,val_AUC,test_loss,test_acc,test_precision_pos,test_precision_neg,test_recall_pos,test_recall_neg,test_F1_pos,test_F1_neg,test_AUC
1,0.34792047374102536,86.57726287841797,0.016701461747288704,0.8911908864974976,0.0045740422792732716,0.9680255055427551,0.007181328255683184,0.9280205368995667,0.7232698143696247,0.2739461273601165,90.61551666259766,,0.9061551690101624,0.0,1.0,,0.9507675170898438,0.9067774983387402,0.29790407312767847,89.48701477050781,,0.8948701620101929,0.0,1.0,,0.9445186853408813,0.9013506254316629
2,0.2576208625520979,89.38681030273438,,0.8938681483268738,0.0,1.0,,0.9439602494239807,0.8504360136237712,0.2684965078167769,90.61551666259766,,0.9061551690101624,0.0,1.0,,0.9507675170898438,0.8835306315328388,0.29721378991190267,89.48701477050781,,0.8948701620101929,0.0,1.0,,0.9445186853408813,0.8762248806502253
3,0.24531658191461952,89.38681030273438,,0.8938681483268738,0.0,1.0,,0.9439602494239807,0.8622471483023297,0.21876255970220176,90.61551666259766,,0.9061551690101624,0.0,1.0,,0.9507675170898438,0.910262139349184,0.24187578762672385,89.48701477050781,,0.8948701620101929,0.0,1.0,,0.9445186853408813,0.9008522886071296
4,0.23590669568095887,89.38681030273438,,0.8938681483268738,0.0,1.0,,0.9439602494239807,0.8636658771238672,0.225118165797725,90.61551666259766,,0.9061551690101624,0.0,1.0,,0.9507675170898438,0.9235428279144684,0.2410717775322953,89.48701477050781,,0.8948701620101929,0.0,1.0,,0.9445186853408813,0.9183345791753946
5,0.2257684069324513,89.38681030273438,,0.8938681483268738,0.0,1.0,,0.9439602494239807,0.877106036958397,0.20891804871510486,90.61551666259766,,0.9061551690101624,0.0,1.0,,0.9507675170898438,0.9405216494059511,0.22306171530971722,89.48701477050781,,0.8948701620101929,0.0,1.0,,0.9445186853408813,0.9373855412212663
6,0.21092260096754348,89.38681030273438,,0.8938681483268738,0.0,1.0,,0.9439602494239807,0.9010211268828833,0.19206020460293002,90.61551666259766,,0.9061551690101624,0.0,1.0,,0.9507675170898438,0.9424845045744717,0.20789913437804397,89.48701477050781,,0.8948701620101929,0.0,1.0,,0.9445186853408813,0.9386183564169392
7,0.2056091062876643,89.38681030273438,,0.8938681483268738,0.0,1.0,,0.9439602494239807,0.9064787155792342,0.18590002533580577,90.61551666259766,,0.9061551690101624,0.0,1.0,,0.9507675170898438,0.9367240894555984,0.2015845780165828,89.48701477050781,,0.8948701620101929,0.0,1.0,,0.9445186853408813,0.9328500603025454
8,0.19793217811657457,89.38681030273438,,0.8938681483268738,0.0,1.0,,0.9439602494239807,0.9172457093560655,0.1811557050072113,90.61551666259766,,0.9061551690101624,0.0,1.0,,0.9507675170898438,0.9443462756017683,0.19603331440261432,89.48701477050781,,0.8948701620101929,0.0,1.0,,0.9445186853408813,0.9405676492239304
9,0.19531840450909674,89.38681030273438,,0.8938681483268738,0.0,1.0,,0.9439602494239807,0.9186424304216741,0.1762058923058972,90.61551666259766,,0.9061551690101624,0.0,1.0,,0.9507675170898438,0.9424356196209289,0.19329339782802427,89.48701477050781,,0.8948701620101929,0.0,1.0,,0.9445186853408813,0.938741993214661
10,0.19391921938073878,89.38681030273438,,0.8938681483268738,0.0,1.0,,0.9439602494239807,0.9180971174322794,0.17404575043414927,90.61551666259766,,0.9061551690101624,0.0,1.0,,0.9507675170898438,0.9427510242364419,0.19051307006453982,89.48701477050781,,0.8948701620101929,0.0,1.0,,0.9445186853408813,0.93900110941525
